chr	probe_start	probe_end	TargetID	DesignName	side	gene_name
chr1	11741301	11741421	MAD2L2:11741271:NM_006341_refseq	Design4_Design5	R	MAD2L2
chr1	11750766	11750886	DRAXIN:11751780:NM_198545_refseq__MAD2L2:11751678:NM_001127325_refseq	Design4_Design5	L	DRAXIN
chr1	11753166	11753286	DRAXIN:11751780:NM_198545_refseq__MAD2L2:11751678:NM_001127325_refseq	Design4_Design5	R	DRAXIN
chr1	11794559	11794679	AGTRAP:11796141:NM_001040194_refseq	Design4_Design5	L	AGTRAP
chr1	11796351	11796471	AGTRAP:11796141:NM_001040194_refseq	Design4_Design5	R	AGTRAP
chr1	11808346	11808466	rs11121820:11809402:rs11121820_HepG2_C_gwas	Design4_Design5	L	rs11121820
chr1	11810082	11810202	rs11121820:11809402:rs11121820_HepG2_C_gwas	Design4_Design5	R	rs11121820
chr1	11821721	11821841	C1orf167:11822249:NM_001010881_refseq	Design4_Design5	L	C1orf167
chr1	11822255	11822375	C1orf167:11822249:NM_001010881_refseq	Design4_Design5	R	C1orf167
chr1	11861356	11861476	rs17367504:11862778:rs17367504_Blood_pressure_gwas	Design4_Design5	L	rs17367504
chr1	11863710	11863830	rs17367504:11862778:rs17367504_Blood_pressure_gwas	Design4_Design5	R	rs17367504
chr1	11900207	11900327	NPPA-AS1:11900375:NR_037806_refseq	Design4_Design5	L	NPPA-AS1
chr1	11900855	11900975	NPPA-AS1:11900375:NR_037806_refseq	Design4_Design5	R	NPPA-AS1
chr1	11907300	11907420	NPPA:11907840:NM_006172_refseq	Design4_Design5	L	NPPA
chr1	11908192	11908312	NPPA:11907840:NM_006172_refseq	Design4_Design5	R	NPPA
chr1	11918298	11918418	NPPB:11918992:NM_002521_refseq	Design4_Design5	L	NPPB
chr1	11919429	11919549	NPPB:11918992:NM_002521_refseq	Design4_Design5	R	NPPB
chr1	11994182	11994302	PLOD1:11994723:NM_000302_refseq	Design4_Design5	L	PLOD1
chr1	11994828	11994948	PLOD1:11994723:NM_000302_refseq	Design4_Design5	R	PLOD1
chr1	12039811	12039931	MFN2:12040237:NM_001127660_refseq	Design4_Design5	L	MFN2
chr1	12041881	12042001	MFN2:12040237:NM_001127660_refseq	Design4_Design5	R	MFN2
chr1	12079359	12079479	MIIP:12079298:NM_021933_refseq	Design4_Design5	R	MIIP
chr1	12089003	12089123	MIR6729:12089214:NR_106787_refseq	Design4_Design5	L	MIR6729
chr1	12089752	12089872	MIR6729:12089214:NR_106787_refseq	Design4_Design5	R	MIR6729
chr1	12123101	12123221	TNFRSF8:12123433:NM_001243_refseq	Design4_Design5	L	TNFRSF8
chr1	12123930	12124050	TNFRSF8:12123433:NM_001243_refseq	Design4_Design5	R	TNFRSF8
chr1	12226678	12226798	MIR7846:12226999:NR_107000_refseq__TNFRSF1B:12227059:NM_001066_refseq	Design4_Design5	L	MIR7846
chr1	12228252	12228372	MIR7846:12226999:NR_107000_refseq__TNFRSF1B:12227059:NM_001066_refseq	Design4_Design5	R	MIR7846
chr1	12252919	12253039	MIR4632:12251769:NR_039775_refseq	Design4_Design5	R	MIR4632
chr1	12288450	12288570	VPS13D:12290095:NM_015378_refseq	Design4_Design5	L	VPS13D
chr1	12290766	12290886	VPS13D:12290095:NM_015378_refseq	Design4_Design5	R	VPS13D
chr1	12373083	12373203	rs6685273:12373748:12373748_sepsis_gwas	Design4_Design5	L	rs6685273
chr1	12373830	12373950	rs6685273:12373748:12373748_sepsis_gwas	Design4_Design5	R	rs6685273
chr1	12462662	12462782	rs7547740:12463073:rs7547740_HepG2_C_gwas	Design4_Design5	L	rs7547740
chr1	12463397	12463517	rs7547740:12463073:rs7547740_HepG2_C_gwas	Design4_Design5	R	rs7547740
chr1	12677302	12677422	DHRS3:12677737:NM_004753_refseq	Design4_Design5	L	DHRS3
chr1	12678004	12678124	DHRS3:12677737:NM_004753_refseq	Design4_Design5	R	DHRS3
chr1	12704281	12704401	AADACL4:12704565:NM_001013630_refseq	Design4_Design5	L	AADACL4
chr1	12706705	12706825	AADACL4:12704565:NM_001013630_refseq	Design4_Design5	R	AADACL4
chr1	12775950	12776070	AADACL3:12776117:NM_001103170_refseq	Design4_Design5	L	AADACL3
chr1	12776352	12776472	AADACL3:12776117:NM_001103170_refseq	Design4_Design5	R	AADACL3
chr1	12834729	12834849	PRAMEF12:12834990:NM_001080830_refseq	Design4_Design5	L	PRAMEF12
chr1	12835121	12835241	PRAMEF12:12834990:NM_001080830_refseq	Design4_Design5	R	PRAMEF12
chr1	12853165	12853285	PRAMEF1:12854842:NM_001294139_refseq	Design4_Design5	L	PRAMEF1
chr1	12856651	12856771	PRAMEF1:12854842:NM_001294139_refseq	Design4_Design5	R	PRAMEF1
chr1	12908419	12908539	HNRNPCL3:12908235:NM_001146181_refseq__HNRNPCL4:12908157:NM_001302551_refseq	Design4_Design5	R	HNRNPCL3
chr1	12909302	12909422	HNRNPCL1:12908609:NM_001013631_refseq__HNRNPCL3:12908235:NM_001146181_refseq__HNRNPCL4:12908157:NM_001302551_refseq	Design4_Design5	R	HNRNPCL1
chr1	12917325	12917445	PRAMEF2:12916940:NM_023014_refseq	Design4_Design5	R	PRAMEF2
chr1	13184928	13185048	HNRNPCL2:13184326:NM_001136561_refseq	Design4_Design5	R	HNRNPCL2
chr1	13518026	13518146	PRAMEF20:13516065:NM_001099852_refseq	Design4_Design5	R	PRAMEF20
chr1	13738867	13738987	PRAMEF20:13736906:NM_001099852_refseq	Design4_Design5	R	PRAMEF20
chr1	13839875	13839995	LRRC38:13840242:NM_001010847_refseq	Design4_Design5	L	LRRC38
chr1	13840332	13840452	LRRC38:13840242:NM_001010847_refseq	Design4_Design5	R	LRRC38
chr1	13909680	13909800	PDPN:13910251:NM_006474_refseq	Design4_Design5	L	PDPN
chr1	13912287	13912407	PDPN:13911966:NM_001006624_refseq	Design4_Design5	R	PDPN
chr1	14030471	14030591	PRDM2:14031349:NM_012231_refseq	Design4_Design5	L	PRDM2
chr1	14031506	14031626	PRDM2:14031349:NM_012231_refseq	Design4_Design5	R	PRDM2
chr1	14075122	14075242	PRDM2:14075875:NM_001007257_refseq	Design4_Design5	L	PRDM2
chr1	14076685	14076805	PRDM2:14075875:NM_001007257_refseq	Design4_Design5	R	PRDM2
chr1	14106156	14106276	RF37062_Exon_L1:14106598:RF37062_Exon_L1_exon_negctrl	Design4_Design5	L	RF37062_Exon_L1
chr1	14106718	14106838	RF37062_Exon_L1:14106598:RF37062_Exon_L1_exon_negctrl	Design4_Design5	R	RF37062_Exon_L1
chr1	14924818	14924938	KAZN:14925212:NM_015209_refseq	Design4_Design5	L	KAZN
chr1	15250132	15250252	KAZN:15250624:NM_001018000_refseq	Design4_Design5	L	KAZN
chr1	15251205	15251325	KAZN:15250624:NM_001018000_refseq	Design4_Design5	R	KAZN
chr1	15256144	15256264	KAZN:15256295:NM_001018001_refseq	Design4_Design5	L	KAZN
chr1	15257262	15257382	KAZN:15256295:NM_001018001_refseq	Design4_Design5	R	KAZN
chr1	15271945	15272065	KAZN:15272414:NM_001017999_refseq	Design4_Design5	L	KAZN
chr1	15273537	15273657	KAZN:15272414:NM_001017999_refseq	Design4_Design5	R	KAZN
chr1	15480095	15480215	TMEM51:15480228:NM_001136218_refseq	Design4_Design5	L	TMEM51
chr1	15481016	15481136	TMEM51:15480228:NM_001136218_refseq	Design4_Design5	R	TMEM51
chr1	15496515	15496635	C1orf195:15498120:NM_001278501_refseq	Design4_Design5	L	C1orf195
chr1	15499584	15499704	C1orf195:15498120:NM_001278501_refseq	Design4_Design5	R	C1orf195
chr1	15573304	15573424	FHAD1:15573767:NM_052929_refseq	Design4_Design5	L	FHAD1
chr1	15573887	15574007	FHAD1:15573767:NM_052929_refseq	Design4_Design5	R	FHAD1
chr1	15735648	15735768	EFHD2:15736390:NM_024329_refseq	Design4_Design5	L	EFHD2
chr1	15736629	15736749	EFHD2:15736390:NM_024329_refseq	Design4_Design5	R	EFHD2
chr1	15763206	15763326	CTRC:15764937:NM_007272_refseq	Design4_Design5	L	CTRC
chr1	15783229	15783349	CELA2A:15783222:NM_033440_refseq	Design4_Design5	R	CELA2A
chr1	15783353	15783473	CELA2A:15783222:NM_033440_refseq	Design4_Design5	R	CELA2A
chr1	15802601	15802721	CELA2B:15802595:NM_015849_refseq	Design4_Design5	R	CELA2B
chr1	15802725	15802845	CELA2B:15802595:NM_015849_refseq	Design4_Design5	R	CELA2B
chr1	15850575	15850695	CASP9:15851285:NM_001229_refseq	Design4_Design5	L	CASP9
chr1	15853751	15853871	DNAJC16:15853307:NM_001287811_refseq	Design4_Design5	R	DNAJC16
chr1	15910433	15910553	AGMAT:15911605:NM_024758_refseq	Design4_Design5	L	AGMAT
chr1	15912630	15912750	AGMAT:15911605:NM_024758_refseq	Design4_Design5	R	AGMAT
chr1	15944600	15944720	DDI2:15943952:NM_032341_refseq	Design4_Design5	R	DDI2
chr1	15985579	15985699	RSC1A1:15986363:NM_006511_refseq	Design4_Design5	L	RSC1A1
chr1	15986382	15986502	RSC1A1:15986363:NM_006511_refseq	Design4_Design5	R	RSC1A1
chr1	16010084	16010204	PLEKHM2:16010826:NM_015164_refseq	Design4_Design5	L	PLEKHM2
chr1	16011581	16011701	PLEKHM2:16010826:NM_015164_refseq	Design4_Design5	R	PLEKHM2
chr1	16062656	16062776	SLC25A34:16062808:NM_207348_refseq	Design4_Design5	L	SLC25A34
chr1	16063426	16063546	SLC25A34:16062808:NM_207348_refseq	Design4_Design5	R	SLC25A34
chr1	16068243	16068363	TMEM82:16068986:NM_001013641_refseq	Design4_Design5	L	TMEM82
chr1	16069217	16069337	TMEM82:16068986:NM_001013641_refseq	Design4_Design5	R	TMEM82
chr1	16084809	16084929	FBLIM1:16085254:NM_017556_refseq	Design4_Design5	L	FBLIM1
chr1	16085563	16085683	FBLIM1:16085254:NM_017556_refseq	Design4_Design5	R	FBLIM1
chr1	16090480	16090600	FBLIM1:16090993:NM_001024215_refseq	Design4_Design5	L	FBLIM1
chr1	16091056	16091176	FBLIM1:16090993:NM_001024215_refseq	Design4_Design5	R	FBLIM1
chr1	16135442	16135562	UQCRHL:16134194:NM_001089591_refseq	Design4_Design5	R	UQCRHL
chr1	16173717	16173837	FLJ37453:16174642:NR_024279_refseq__SPEN:16174358:NM_015001_refseq	Design4_Design5	L	FLJ37453
chr1	16175786	16175906	FLJ37453:16174642:NR_024279_refseq	Design4_Design5	R	FLJ37453
chr1	16301915	16302035	ZBTB17:16302627:NM_001242884_refseq	Design4_Design5	L	ZBTB17
chr1	16332832	16332952	C1orf64:16330730:NM_178840_refseq	Design4_Design5	R	C1orf64
chr1	16344774	16344894	HSPB7:16345285:NM_014424_refseq	Design4_Design5	L	HSPB7
chr1	16346264	16346384	HSPB7:16345285:NM_014424_refseq	Design4_Design5	R	HSPB7
chr1	16368887	16369007	CLCNKB:16370230:NM_000085_refseq	Design4_Design5	L	CLCNKB
chr1	16370365	16370485	CLCNKB:16370230:NM_000085_refseq	Design4_Design5	R	CLCNKB
chr1	16374309	16374429	CLCNKB:16375256:NM_001165945_refseq	Design4_Design5	L	CLCNKB
chr1	16375480	16375600	CLCNKB:16375256:NM_001165945_refseq	Design4_Design5	R	CLCNKB
chr1	16482450	16482570	EPHA2:16482582:NM_004431_refseq	Design4_Design5	L	EPHA2
chr1	16482680	16482800	EPHA2:16482582:NM_004431_refseq	Design4_Design5	R	EPHA2
chr1	16538902	16539022	ARHGEF19:16539104:NM_153213_refseq	Design4_Design5	L	ARHGEF19
chr1	16539398	16539518	ARHGEF19:16539104:NM_153213_refseq	Design4_Design5	R	ARHGEF19
chr1	16563512	16563632	RSG1:16563659:NM_030907_refseq	Design4_Design5	L	RSG1
chr1	16563718	16563838	RSG1:16563659:NM_030907_refseq	Design4_Design5	R	RSG1
chr1	16678211	16678331	FBXO42:16678986:NM_018994_refseq	Design4_Design5	L	FBXO42
chr1	16693861	16693981	SZRD1:16693524:NM_001114600_refseq	Design4_Design5	R	SZRD1
chr1	16766955	16767075	NECAP2:16767166:NM_001145277_refseq	Design4_Design5	L	NECAP2
chr1	16767391	16767511	NECAP2:16767166:NM_001145277_refseq	Design4_Design5	R	NECAP2
chr1	16817532	16817652	CROCCP3:16819196:NR_023386_refseq	Design4_Design5	L	CROCCP3
chr1	16819515	16819635	CROCCP3:16819196:NR_023386_refseq	Design4_Design5	R	CROCCP3
chr1	16939924	16940044	NBPF1:16940100:NM_017940_refseq	Design4_Design5	L	NBPF1
chr1	16943655	16943775	rs13566:16945409:rs13566_HepG2_C_gwas	Design4_Design5	L	rs13566
chr1	16947069	16947189	rs13566:16945409:rs13566_HepG2_C_gwas	Design4_Design5	R	rs13566
chr1	16956924	16957044	CROCCP2:16957401:NR_026752_refseq	Design4_Design5	L	CROCCP2
chr1	16971041	16971161	MST1P2:16972068:NR_027504_refseq__rs2209174:16971948:rs2209174_HepG2_C_gwas__rs9329447:16971371:rs9329447_GM12878_R_gwas	Design4_Design5	L	MST1P2
chr1	16972665	16972785	MST1P2:16972068:NR_027504_refseq__rs2209174:16971948:rs2209174_HepG2_C_gwas__rs9329447:16971371:rs9329447_GM12878_R_gwas	Design4_Design5	R	MST1P2
chr1	17045732	17045852	ESPNP:17046652:NR_026567_refseq	Design4_Design5	L	ESPNP
chr1	17048128	17048248	ESPNP:17046652:NR_026567_refseq	Design4_Design5	R	ESPNP
chr1	17092200	17092320	MST1L:17090975:NM_001271733_refseq	Design4_Design5	R	MST1L
chr1	17215749	17215869	rs6586513:17216331:rs6586513_All_gwas	Design4_Design5	L	rs6586513
chr1	17247951	17248071	CROCC:17248444:NM_014675_refseq	Design4_Design5	L	CROCC
chr1	17248542	17248662	CROCC:17248444:NM_014675_refseq	Design4_Design5	R	CROCC
chr1	17305533	17305653	rs2284746:17306675:rs2284746_Pulmonary_function_gwas	Design4_Design5	L	rs2284746
chr1	17309495	17309615	MFAP2:17308081:NM_001135247_refseq	Design4_Design5	R	MFAP2
chr1	17338083	17338203	ATP13A2:17338467:NM_001141973_refseq	Design4_Design5	L	ATP13A2
chr1	17339151	17339271	ATP13A2:17338467:NM_001141973_refseq	Design4_Design5	R	ATP13A2
chr1	17379894	17380014	SDHB:17380665:NM_003000_refseq	Design4_Design5	L	SDHB
chr1	17445738	17445858	PADI2:17445948:NM_007365_refseq	Design4_Design5	L	PADI2
chr1	17529873	17529993	PADI1:17531620:NM_013358_refseq	Design4_Design5	L	PADI1
chr1	17532705	17532825	PADI1:17531620:NM_013358_refseq	Design4_Design5	R	PADI1
chr1	17575305	17575425	PADI3:17575592:NM_016233_refseq	Design4_Design5	L	PADI3
chr1	17575929	17576049	PADI3:17575592:NM_016233_refseq	Design4_Design5	R	PADI3
chr1	17591973	17592093	rs3003429:17591679:rs3003429_Pulmonary_function_(interaction)_gwas	Design4_Design5	R	rs3003429
chr1	17602257	17602377	MIR3972:17604383:NR_039768_refseq	Design4_Design5	L	MIR3972
chr1	17605061	17605181	MIR3972:17604383:NR_039768_refseq	Design4_Design5	R	MIR3972
chr1	17634370	17634490	PADI4:17634689:NM_012387_refseq	Design4_Design5	L	PADI4
chr1	17698394	17698514	PADI6:17698690:NM_207421_refseq	Design4_Design5	L	PADI6
chr1	17698729	17698849	PADI6:17698690:NM_207421_refseq	Design4_Design5	R	PADI6
chr1	17766097	17766217	RCC2:17766250:NM_001136204_refseq	Design4_Design5	L	RCC2
chr1	17767252	17767372	RCC2:17766250:NM_001136204_refseq	Design4_Design5	R	RCC2
chr1	17866364	17866484	ARHGEF10L:17866329:NM_018125_refseq	Design4_Design5	R	ARHGEF10L
chr1	17906719	17906839	ARHGEF10L:17907047:NM_001011722_refseq	Design4_Design5	L	ARHGEF10L
chr1	18083288	18083408	ACTL8:18081807:NM_030812_refseq	Design4_Design5	R	ACTL8
chr1	18433948	18434068	IGSF21:18434239:NM_032880_refseq	Design4_Design5	L	IGSF21
chr1	18435663	18435783	IGSF21:18434239:NM_032880_refseq	Design4_Design5	R	IGSF21
chr1	18807277	18807397	KLHDC7A:18807423:NM_152375_refseq	Design4_Design5	L	KLHDC7A
chr1	18808649	18808769	KLHDC7A:18807423:NM_152375_refseq	Design4_Design5	R	KLHDC7A
chr1	18957365	18957485	PAX7:18957499:NM_001135254_refseq	Design4_Design5	L	PAX7
chr1	18957905	18958025	PAX7:18957499:NM_001135254_refseq	Design4_Design5	R	PAX7
chr1	19185828	19185948	TAS1R2:19186155:NM_152232_refseq	Design4_Design5	L	TAS1R2
chr1	19187165	19187285	TAS1R2:19186155:NM_152232_refseq	Design4_Design5	R	TAS1R2
chr1	19209791	19209911	MIR4695:19209769:NR_039844_refseq	Design4_Design5	R	MIR4695
chr1	19214915	19215035	ALDH4A1:19217385:NM_001161504_refseq	Design4_Design5	L	ALDH4A1
chr1	19217747	19217867	ALDH4A1:19217385:NM_001161504_refseq	Design4_Design5	R	ALDH4A1
chr1	19222118	19222238	MIR1290:19223642:NR_031622_refseq	Design4_Design5	L	MIR1290
chr1	19229147	19229267	ALDH4A1:19229293:NM_003748_refseq	Design4_Design5	L	ALDH4A1
chr1	19229625	19229745	ALDH4A1:19229293:NM_003748_refseq	Design4_Design5	R	ALDH4A1
chr1	19282241	19282361	IFFO2:19282826:NM_001136265_refseq	Design4_Design5	L	IFFO2
chr1	19283619	19283739	IFFO2:19282826:NM_001136265_refseq	Design4_Design5	R	IFFO2
chr1	19321800	19321920	rs16862426:19321495:rs16862426_leukemia_gwas	Design4_Design5	R	rs16862426
chr1	19330501	19330621	rs7523455:19332076:rs7523455_leukemia_gwas	Design4_Design5	L	rs7523455
chr1	19333188	19333308	rs7523455:19332076:rs7523455_leukemia_gwas	Design4_Design5	R	rs7523455
chr1	19536504	19536624	UBR4:19536746:NM_020765_refseq	Design4_Design5	L	UBR4
chr1	19536806	19536926	UBR4:19536746:NM_020765_refseq	Design4_Design5	R	UBR4
chr1	19578724	19578844	EMC1:19578053:NM_001271427_refseq__MRTO4:19578074:NM_016183_refseq	Design4_Design5	R	EMC1
chr1	19599252	19599372	AKR7L:19600568:NR_040288_refseq	Design4_Design5	L	AKR7L
chr1	19600761	19600881	AKR7L:19600568:NR_040288_refseq	Design4_Design5	R	AKR7L
chr1	19613857	19613977	AKR7A3:19615280:NM_012067_refseq	Design4_Design5	L	AKR7A3
chr1	19614969	19615089	AKR7A3:19615280:NM_012067_refseq	Design4_Design5	L	AKR7A3
chr1	19638301	19638421	AKR7A2:19638640:NM_003689_refseq__PQLC2:19638739:NM_001040125_refseq	Design4_Design5	L	AKR7A2
chr1	19638724	19638844	AKR7A2:19638640:NM_003689_refseq	Design4_Design5	R	AKR7A2
chr1	19717885	19718005	rs7667:19718824:rs7667_Pso_gwas	Design4_Design5	L	rs7667
chr1	19719317	19719437	rs7667:19718824:rs7667_Pso_gwas	Design4_Design5	R	rs7667
chr1	19811274	19811394	CAPZB:19812135:NM_001206540_refseq	Design4_Design5	L	CAPZB
chr1	19922995	19923115	MINOS1:19923470:NM_001032363_refseq__MINOS1-NBL1:19923470:NM_001204088_refseq	Design4_Design5	L	MINOS1
chr1	19924029	19924149	MINOS1:19923470:NM_001032363_refseq__MINOS1-NBL1:19923470:NM_001204088_refseq	Design4_Design5	R	MINOS1
chr1	19934865	19934985	RPS14P3:19934300:NR_077246_refseq	Design4_Design5	R	RPS14P3
chr1	19967982	19968102	NBL1:19969722:NM_001204084_refseq	Design4_Design5	L	NBL1
chr1	19971099	19971219	NBL1:19969722:NM_001204084_refseq__NBL1:19970666:NM_001204085_refseq	Design4_Design5	R	NBL1
chr1	19973263	19973383	NBL1:19974103:NM_001278166_refseq	Design4_Design5	L	NBL1
chr1	19991242	19991362	HTR6:19991779:NM_000871_refseq	Design4_Design5	L	HTR6
chr1	19992759	19992879	HTR6:19991779:NM_000871_refseq	Design4_Design5	R	HTR6
chr1	20124799	20124919	TMCO4:20126410:NM_181719_refseq	Design4_Design5	L	TMCO4
chr1	20128105	20128225	TMCO4:20126410:NM_181719_refseq	Design4_Design5	R	TMCO4
chr1	20141218	20141338	RNF186:20141771:NM_019062_refseq	Design4_Design5	L	RNF186
chr1	20142821	20142941	RNF186:20141771:NM_019062_refseq	Design4_Design5	R	RNF186
chr1	20209307	20209427	OTUD3:20208887:NM_015207_refseq	Design4_Design5	R	OTUD3
chr1	20249326	20249446	PLA2G2E:20250110:NM_014589_refseq	Design4_Design5	L	PLA2G2E
chr1	20250487	20250607	PLA2G2E:20250110:NM_014589_refseq	Design4_Design5	R	PLA2G2E
chr1	20306382	20306502	PLA2G2A:20306932:NM_000300_refseq	Design4_Design5	L	PLA2G2A
chr1	20396708	20396828	PLA2G5:20396700:NM_000929_refseq	Design4_Design5	R	PLA2G5
chr1	20445854	20445974	PLA2G2D:20446059:NM_001271814_refseq	Design4_Design5	L	PLA2G2D
chr1	20464537	20464657	PLA2G2F:20465822:NM_022819_refseq	Design4_Design5	L	PLA2G2F
chr1	20467112	20467232	PLA2G2F:20465822:NM_022819_refseq	Design4_Design5	R	PLA2G2F
chr1	20501518	20501638	PLA2G2C:20501687:NM_001105572_refseq	Design4_Design5	L	PLA2G2C
chr1	20512662	20512782	UBXN10-AS1:20512979:NR_110078_refseq	Design4_Design5	L	UBXN10-AS1
chr1	20512972	20513092	UBXN10:20512570:NM_152376_refseq	Design4_Design5	R	UBXN10
chr1	20616652	20616772	VWA5B1:20617411:NM_001039500_refseq	Design4_Design5	L	VWA5B1
chr1	20753136	20753256	LINC01141:20755287:NR_033887_refseq	Design4_Design5	L	LINC01141
chr1	20811722	20811842	CAMK2N1:20812728:NM_018584_refseq	Design4_Design5	L	CAMK2N1
chr1	20812944	20813064	CAMK2N1:20812728:NM_018584_refseq	Design4_Design5	R	CAMK2N1
chr1	20915291	20915411	CDA:20915443:NM_001785_refseq	Design4_Design5	L	CDA
chr1	20958416	20958536	MIR6084:20960171:NR_106732_refseq__PINK1:20959947:NM_032409_refseq	Design4_Design5	L	MIR6084
chr1	20960305	20960425	MIR6084:20960171:NR_106732_refseq__PINK1:20959947:NM_032409_refseq	Design4_Design5	R	MIR6084
chr1	20977453	20977573	PINK1-AS:20978686:NR_046507_refseq	Design4_Design5	L	PINK1-AS
chr1	20979257	20979377	PINK1-AS:20978686:NR_046507_refseq	Design4_Design5	R	PINK1-AS
chr1	20986980	20987100	DDOST:20988037:NM_005216_refseq	Design4_Design5	L	DDOST
chr1	20988244	20988364	DDOST:20988037:NM_005216_refseq	Design4_Design5	R	DDOST
chr1	21043998	21044118	KIF17:21044510:NM_001122819_refseq	Design4_Design5	L	KIF17
chr1	21044690	21044810	KIF17:21044510:NM_001122819_refseq	Design4_Design5	R	KIF17
chr1	21058640	21058760	SH2D5:21059133:NM_001103160_refseq	Design4_Design5	L	SH2D5
chr1	21059493	21059613	SH2D5:21059133:NM_001103160_refseq	Design4_Design5	R	SH2D5
chr1	21112661	21112781	HP1BP3:21113181:NM_016287_refseq	Design4_Design5	L	HP1BP3
chr1	21313478	21313598	MIR1256:21314925:NR_031657_refseq	Design4_Design5	L	MIR1256
chr1	21437932	21438052	EIF4G3:21437876:NM_003760_refseq	Design4_Design5	R	EIF4G3
chr1	21503250	21503370	EIF4G3:21503381:NM_001198801_refseq	Design4_Design5	L	EIF4G3
chr1	21503441	21503561	EIF4G3:21503381:NM_001198801_refseq	Design4_Design5	R	EIF4G3
chr1	21606016	21606136	ECE1:21606183:NM_001113347_refseq	Design4_Design5	L	ECE1
chr1	21607121	21607241	ECE1:21606183:NM_001113347_refseq	Design4_Design5	R	ECE1
chr1	21615739	21615859	ECE1:21616982:NM_001113349_refseq	Design4_Design5	L	ECE1
chr1	21671340	21671460	ECE1:21672034:NM_001113348_refseq	Design4_Design5	L	ECE1
chr1	21673192	21673312	ECE1:21672034:NM_001113348_refseq	Design4_Design5	R	ECE1
chr1	21767379	21767499	NBPF3:21766582:NM_001256416_refseq	Design4_Design5	R	NBPF3
chr1	21836755	21836875	ALPL:21835857:NM_000478_refseq	Design4_Design5	R	ALPL
chr1	21976898	21977018	RAP1GAP:21978348:NM_001145658_refseq	Design4_Design5	L	RAP1GAP
chr1	21979244	21979364	RAP1GAP:21978348:NM_001145658_refseq	Design4_Design5	R	RAP1GAP
chr1	21995277	21995397	RAP1GAP:21995856:NM_001145657_refseq	Design4_Design5	L	RAP1GAP
chr1	21996355	21996475	RAP1GAP:21995856:NM_001145657_refseq	Design4_Design5	R	RAP1GAP
chr1	22108918	22109038	USP48:22109688:NM_001032730_refseq	Design4_Design5	L	USP48
chr1	22138594	22138714	LDLRAD2:22138757:NM_001013693_refseq	Design4_Design5	L	LDLRAD2
chr1	22139100	22139220	LDLRAD2:22138757:NM_001013693_refseq	Design4_Design5	R	LDLRAD2
chr1	22262076	22262196	HSPG2:22263790:NM_001291860_refseq	Design4_Design5	L	HSPG2
chr1	22264097	22264217	HSPG2:22263790:NM_001291860_refseq	Design4_Design5	R	HSPG2
chr1	22305199	22305319	CELA3B:22303417:NM_007352_refseq	Design4_Design5	R	CELA3B
chr1	22329833	22329953	CELA3A:22328148:NM_005747_refseq	Design4_Design5	R	CELA3A
chr1	22351969	22352089	LINC00339:22351683:NR_023918_refseq	Design4_Design5	R	LINC00339
chr1	22379220	22379340	CDC42:22379119:NM_001039802_refseq	Design4_Design5	R	CDC42
chr1	22468613	22468733	WNT4:22469519:NM_030761_refseq	Design4_Design5	L	WNT4
chr1	22470590	22470710	WNT4:22469519:NM_030761_refseq	Design4_Design5	R	WNT4
chr1	22591651	22591771	MIR4418:22592731:NR_039613_refseq	Design4_Design5	L	MIR4418
chr1	22594149	22594269	MIR4418:22592731:NR_039613_refseq	Design4_Design5	R	MIR4418
chr1	22777636	22777756	ZBTB40:22778343:NM_001083621_refseq	Design4_Design5	L	ZBTB40
chr1	22779531	22779651	ZBTB40:22778343:NM_001083621_refseq	Design4_Design5	R	ZBTB40
chr1	22891290	22891410	EPHA8:22890003:NM_001006943_refseq	Design4_Design5	R	EPHA8
chr1	22958136	22958256	MIR6127:22959859:NR_106742_refseq	Design4_Design5	L	MIR6127
chr1	22963218	22963338	C1QA:22963117:NM_015991_refseq	Design4_Design5	R	C1QA
chr1	22970624	22970744	C1QC:22970117:NM_001114101_refseq	Design4_Design5	R	C1QC
