name2	name	chrom	strand	txStart	txEnd	probe_id	THP1_nLPS	THP1_wLPS	pval
ACAP3	NM_030649	chr1	-	1227763	1243269	NM_030649_refseq	3.1460745	2.9416115	0.902849652
ACAT1	NM_000019	chr11	+	107992257	108018891	NM_000019_refseq	2.509775	2.4780155	0.969141108
ACAT2	NM_001303253	chr6	+	160183510	160200144	NM_001303253_refseq	0	0	1
ACAT2	NM_005891	chr6	+	160182988	160200087	NM_005891_refseq	0	0	1
ACBD3	NM_022735	chr1	-	226332379	226374423	NM_022735_refseq	18.4350785	18.2704895	0.962272721
ACBD4	NM_001135704	chr17	+	43209966	43221543	NM_001135704_refseq	-1	-1	-1
ACBD4	NM_001135705	chr17	+	43213013	43221543	NM_001135705_refseq	0	0	1
ACBD4	NM_001135706	chr17	+	43213013	43221543	NM_001135706_refseq	0	0	1
ACBD4	NM_001135707	chr17	+	43213013	43220326	NM_001135707_refseq	0.771864	0.5785425	0.81244983
ACBD4	NM_024722	chr17	+	43213013	43221543	NM_024722_refseq	0.328467	0	0.341729118
ACBD5	NM_001042473	chr10	-	27484142	27531068	NM_001042473_refseq	0	0	1
ACBD5	NM_001271512	chr10	-	27484142	27529808	NM_001271512_refseq	0.765847	0.3042045	0.529319079
ACBD5	NM_001301251	chr10	-	27484142	27531068	NM_001301251_refseq	0	0	1
ACBD5	NM_001301252	chr10	-	27484142	27529808	NM_001301252_refseq	0	0	1
ACBD5	NM_001301253	chr10	-	27484142	27531068	NM_001301253_refseq	0	0	1
ACBD5	NM_001301254	chr10	-	27484142	27529808	NM_001301254_refseq	0	0	1
ACBD5	NM_145698	chr10	-	27484142	27529808	NM_145698_refseq	0	0	1
ACBD6	NM_032360	chr1	-	180257351	180472022	NM_032360_refseq	3.669096	4.566708	0.721631491
ACBD7	NM_001039844	chr10	-	15117473	15130775	NM_001039844_refseq	0	0.100851	0.599324064
ACCS	NM_001127219	chr11	+	44087728	44105569	NM_001127219_refseq	0	0	1
ACCS	NM_032592	chr11	+	44087811	44105569	NM_032592_refseq	8.2318305	7.476426	0.817129351
ACCSL	NM_001031854	chr11	+	44069530	44081527	NM_001031854_refseq	0	0	1
ACD	NM_001082486	chr16	-	67691414	67694718	NM_001082486_refseq	20.7118115	8.3073595	0.163256021
ACD	NM_001082487	chr16	-	67691414	67694718	NM_001082487_refseq	0	0	1
ACD	NM_022914	chr16	-	67691414	67694718	NM_022914_refseq	0	0	1
ACE	NM_000789	chr17	+	61554421	61575741	NM_000789_refseq	2.697998	2.231473	0.752153611
ACE	NM_001178057	chr17	+	61562177	61575741	NM_001178057_refseq	0	0	1
ACE	NM_152830	chr17	+	61562177	61575741	NM_152830_refseq	0	0	1
ACE2	NM_021804	chrX	-	15579155	15620192	NM_021804_refseq	0	0	1
ACER1	NM_133492	chr19	-	6306509	6333640	NM_133492_refseq	0	0	1
ACER2	NM_001010887	chr9	+	19408924	19452500	NM_001010887_refseq	1.9963365	2.737753	0.66183074
ACER3	NM_001300953	chr11	+	76571916	76737841	NM_001300953_refseq	0	0	1
ACER3	NM_001300954	chr11	+	76571916	76737841	NM_001300954_refseq	0.196976	4.685979	0.001458821
ACER3	NM_001300955	chr11	+	76571916	76737841	NM_001300955_refseq	0	0	1
ACER3	NM_018367	chr11	+	76571916	76737841	NM_018367_refseq	0	0	1
ACHE	NM_000665	chr7	-	100487614	100493592	NM_000665_refseq	0	0	1
ACHE	NM_001282449	chr7	-	100487614	100493592	NM_001282449_refseq	0	0	1
ACHE	NM_001302621	chr7	-	100488336	100493592	NM_001302621_refseq	0	0	1
ACHE	NM_001302622	chr7	-	100487614	100493754	NM_001302622_refseq	0	0	1
ACHE	NM_015831	chr7	-	100487614	100493541	NM_015831_refseq	0.19825	2.468643	0.033567977
ACIN1	NM_001164814	chr14	-	23527773	23564823	NM_001164814_refseq	0	0	1
ACIN1	NM_001164815	chr14	-	23527773	23564823	NM_001164815_refseq	0	0	1
ACIN1	NM_001164816	chr14	-	23527773	23540779	NM_001164816_refseq	0	0	1
ACIN1	NM_001164817	chr14	-	23527773	23540779	NM_001164817_refseq	0	0	1
ACIN1	NM_014977	chr14	-	23527773	23564823	NM_014977_refseq	40.0278475	17.058515	0.174643547
ACKR1	NM_001122951	chr1	+	159175048	159176290	NM_001122951_refseq	0.0099825	0	0.867348043
ACKR1	NM_002036	chr1	+	159173802	159176290	NM_002036_refseq	0	0.0067175	0.891925941
ACKR2	NM_001296	chr3	+	42850963	42908775	NM_001296_refseq	0.14283	0.15637	0.976242719
ACKR3	NM_020311	chr2	+	237478379	237490994	NM_020311_refseq	80.294395	173.7982255	0.173420795
ACKR4	NM_016557	chr3	+	132316080	132321485	NM_016557_refseq	0	0	1
ACKR4	NM_178445	chr3	+	132318980	132321485	NM_178445_refseq	1.016168	0.601478	0.652585735
ACLY	NM_001096	chr17	-	40023178	40075272	NM_001096_refseq	0	0	1
ACLY	NM_001303274	chr17	-	40023169	40075275	NM_001303274_refseq	11.053799	16.535652	0.410914325
ACLY	NM_001303275	chr17	-	40023169	40075275	NM_001303275_refseq	0	0	1
ACLY	NM_198830	chr17	-	40023178	40075272	NM_198830_refseq	0	0	1
ACMSD	NM_138326	chr2	+	135596185	135659602	NM_138326_refseq	0	0	1
ACO1	NM_001278352	chr9	+	32384600	32450832	NM_001278352_refseq	4.1142535	4.4160565	0.90883439
ACO1	NM_002197	chr9	+	32384600	32450832	NM_002197_refseq	0	0	1
ACO2	NM_001098	chr22	+	41865128	41924993	NM_001098_refseq	0	0	1
ACOT1	NM_001037161	chr14	+	74003927	74010498	NM_001037161_refseq	0.8230825	2.558597	0.176326604
ACOT11	NM_015547	chr1	+	55013806	55100417	NM_015547_refseq	0	0	1
ACOT11	NM_147161	chr1	+	55013806	55076005	NM_147161_refseq	0	0	1
ACOT12	NM_130767	chr5	-	80625946	80689988	NM_130767_refseq	0	0	1
ACOT13	NM_001160094	chr6	+	24667262	24705295	NM_001160094_refseq	0	0	1
ACOT13	NM_018473	chr6	+	24667262	24705295	NM_018473_refseq	0	0	1
ACOT2	NM_006821	chr14	+	74035762	74042362	NM_006821_refseq	0.6433555	2.445878	0.320006159
ACOT2	NR_046028	chr14	+	74034323	74042362	NR_046028_refseq	2.633365	2.46525	0.969832566
ACOT4	NM_152331	chr14	+	74058409	74062470	NM_152331_refseq	1.5914245	2.011525	0.830307054
ACOT6	NM_001037162	chr14	+	74083547	74086592	NM_001037162_refseq	0	0	1
ACOT7	NM_007274	chr1	-	6324331	6453826	NM_007274_refseq	3.2454085	2.8056095	0.858812367
ACOT7	NM_181864	chr1	-	6324331	6445883	NM_181864_refseq	0	0	1
ACOT7	NM_181865	chr1	-	6324331	6420764	NM_181865_refseq	0	0	1
ACOT7	NM_181866	chr1	-	6324331	6419004	NM_181866_refseq	0	0	1
ACOT8	NM_005469	chr20	-	44470359	44486048	NM_005469_refseq	10.2511245	6.8076235	0.360861105
ACOT9	NM_001033583	chrX	-	23721776	23761407	NM_001033583_refseq	0	0	1
ACOT9	NM_001037171	chrX	-	23721776	23761407	NM_001037171_refseq	0.590613	2.6268	0.098064885
ACOX1	NM_001185039	chr17	-	73937588	73975515	NM_001185039_refseq	2.4589815	4.2347485	0.420963694
ACOX1	NM_004035	chr17	-	73937588	73975515	NM_004035_refseq	0	0	1
ACOX1	NM_007292	chr17	-	73937588	73975515	NM_007292_refseq	0.1374985	0.213299	0.861747467
ACOX2	NM_003500	chr3	-	58490862	58522929	NM_003500_refseq	0.4484515	0.662917	0.786421597
ACOX3	NM_001101667	chr4	-	8368008	8442452	NM_001101667_refseq	0	0	1
ACOX3	NM_003501	chr4	-	8368008	8442452	NM_003501_refseq	2.5168785	1.9542625	0.693354828
ACOXL	NM_001142807	chr2	+	111490149	111875799	NM_001142807_refseq	0.1714495	0.1645515	0.982528594
ACP1	NM_001040649	chr2	+	264868	272481	NM_001040649_refseq	0	0	1
ACP1	NM_004300	chr2	+	264868	278282	NM_004300_refseq	0	0	1
ACP1	NM_007099	chr2	+	264868	278282	NM_007099_refseq	0	0	1
ACP1	NR_024080	chr2	+	264868	278282	NR_024080_refseq	15.877087	17.112697	0.912540503
ACP2	NM_001302489	chr11	-	47260852	47270179	NM_001302489_refseq	0	0	1
ACP2	NM_001302490	chr11	-	47260852	47270398	NM_001302490_refseq	0	0	1
ACP2	NM_001302491	chr11	-	47260852	47270398	NM_001302491_refseq	0	0	1
ACP2	NM_001302492	chr11	-	47260852	47270398	NM_001302492_refseq	0	0	1
ACP2	NM_001610	chr11	-	47260852	47270398	NM_001610_refseq	11.9894385	27.624981	0.20302814
ACP5	NM_001111034	chr19	-	11685474	11689592	NM_001111034_refseq	0	0	1
ACP5	NM_001111035	chr19	-	11685474	11689801	NM_001111035_refseq	0.732673	1.2157425	0.651537283
ACP5	NM_001111036	chr19	-	11685474	11689801	NM_001111036_refseq	0	0	1
ACP5	NM_001611	chr19	-	11685474	11688553	NM_001611_refseq	0	0	1
ACP6	NM_016361	chr1	-	147119167	147142634	NM_016361_refseq	0	0	1
ACPP	NM_001099	chr3	+	132036210	132077690	NM_001099_refseq	29.0164085	19.7100765	0.666387809
ACPP	NM_001134194	chr3	+	132036210	132087146	NM_001134194_refseq	4.0004395	2.8757235	0.607673694
ACPP	NM_001292037	chr3	+	132036210	132077690	NM_001292037_refseq	0	0	1
ACPT	NM_033068	chr19	+	51293671	51298481	NM_033068_refseq	0.5149385	0.6491455	0.871355895
ACR	NM_001097	chr22	+	51176651	51183727	NM_001097_refseq	0.3609195	0.0265115	0.409519939
ACRBP	NM_032489	chr12	-	6747241	6756580	NM_032489_refseq	1.291109	1.057662	0.83178167
ACRC	NM_052957	chrX	+	70797873	70833433	NM_052957_refseq	0	0	1
ACRV1	NM_001612	chr11	-	125542228	125550793	NM_001612_refseq	1.0876365	0.048406	0.135075222
ACRV1	NM_020069	chr11	-	125542228	125550793	NM_020069_refseq	0	0	1
ACRV1	NM_020107	chr11	-	125542228	125550793	NM_020107_refseq	0	0	1
ACRV1	NM_020108	chr11	-	125542228	125550793	NM_020108_refseq	0	0	1
ACSBG1	NM_001199377	chr15	-	78463186	78527049	NM_001199377_refseq	0	0	1
ACSBG1	NM_015162	chr15	-	78463186	78527049	NM_015162_refseq	0.445985	0	0.269380317
ACSBG2	NM_001289177	chr19	+	6135643	6193114	NM_001289177_refseq	0.4238635	0.4377705	0.98975034
ACSBG2	NM_001289178	chr19	+	6135643	6193114	NM_001289178_refseq	0	0	1
ACSBG2	NM_001289179	chr19	+	6135643	6193114	NM_001289179_refseq	0	0	1
ACSBG2	NM_001289180	chr19	+	6135643	6193114	NM_001289180_refseq	0	0	1
ACSBG2	NM_030924	chr19	+	6135643	6193114	NM_030924_refseq	0	0	1
ACSF2	NM_001288968	chr17	+	48503518	48552206	NM_001288968_refseq	0.5538155	0.4724955	0.904605435
ACSF2	NM_001288969	chr17	+	48503518	48552206	NM_001288969_refseq	0	0	1
ACSF2	NM_001288970	chr17	+	48503518	48552206	NM_001288970_refseq	0	0	1
ACSF2	NM_001288971	chr17	+	48503518	48552206	NM_001288971_refseq	0	0	1
ACSF2	NM_001288972	chr17	+	48503518	48552206	NM_001288972_refseq	0	0	1
ACSF2	NM_025149	chr17	+	48503518	48552206	NM_025149_refseq	0	0	1
ACSF2	NR_110232	chr17	+	48545689	48552206	NR_110232_refseq	0	0	1
ACSF3	NM_001127214	chr16	+	89160216	89222254	NM_001127214_refseq	0	0	1
ACSF3	NM_001243279	chr16	+	89160216	89222254	NM_001243279_refseq	0	0	1
ACSF3	NM_001284316	chr16	+	89160216	89222254	NM_001284316_refseq	0	0	1
ACSF3	NM_174917	chr16	+	89160216	89222254	NM_174917_refseq	0	0	1
ACSF3	NR_045667	chr16	+	89202955	89222254	NR_045667_refseq	0	0.816268	0.142551231
ACSF3	NR_104293	chr16	+	89160216	89222254	NR_104293_refseq	15.4926875	10.74918	0.507663591
ACSL1	NM_001286708	chr4	-	185676748	185733413	NM_001286708_refseq	0	0	1
ACSL1	NM_001286710	chr4	-	185676748	185726942	NM_001286710_refseq	0	0	1
ACSL1	NM_001286711	chr4	-	185676748	185747268	NM_001286711_refseq	0	0	1
ACSL1	NM_001286712	chr4	-	185676748	185729755	NM_001286712_refseq	2.458655	19.12135	0.015363641
ACSL1	NM_001995	chr4	-	185676748	185747268	NM_001995_refseq	0	0	1
ACSL3	NM_004457	chr2	+	223725731	223808119	NM_004457_refseq	7.390653	9.650759	0.584621528
ACSL3	NM_203372	chr2	+	223725731	223808119	NM_203372_refseq	0	0	1
ACSL4	NM_004458	chrX	-	108884563	108976621	NM_004458_refseq	0	0	1
ACSL4	NM_022977	chrX	-	108884563	108976621	NM_022977_refseq	23.7406055	31.1772295	0.81782189
ACSL5	NM_016234	chr10	+	114135955	114188138	NM_016234_refseq	4.8715815	4.710467	0.943701024
ACSL5	NM_203379	chr10	+	114133915	114188138	NM_203379_refseq	0	0	1
ACSL5	NM_203380	chr10	+	114135022	114188138	NM_203380_refseq	0.363171	1.8021625	0.176818935
ACSL6	NM_001009185	chr5	-	131285666	131347355	NM_001009185_refseq	0	0	1
ACSL6	NM_001205247	chr5	-	131285666	131347355	NM_001205247_refseq	0	0	1
ACSL6	NM_001205248	chr5	-	131285666	131347607	NM_001205248_refseq	0	0	1
ACSL6	NM_001205250	chr5	-	131285666	131347761	NM_001205250_refseq	0	0	1
ACSL6	NM_001205251	chr5	-	131285666	131347607	NM_001205251_refseq	0	0	1
ACSL6	NM_015256	chr5	-	131285666	131347355	NM_015256_refseq	0	0.0001305	0.984895825
ACSM1	NM_052956	chr16	-	20634558	20702578	NM_052956_refseq	0	0	1
ACSM2A	NM_001010845	chr16	+	20462858	20498991	NM_001010845_refseq	-1	-1	-1
ACSM2B	NM_001105069	chr16	-	20548082	20587695	NM_001105069_refseq	0	0	1
ACSM2B	NM_182617	chr16	-	20548082	20587695	NM_182617_refseq	0	0	1
ACSM3	NM_005622	chr16	+	20775311	20808479	NM_005622_refseq	0	0	1
ACSM3	NM_202000	chr16	+	20775311	20797638	NM_202000_refseq	0	0	1
ACSM4	NM_001080454	chr12	+	7456927	7480969	NM_001080454_refseq	1.597585	1.223368	0.741790964
ACSM5	NM_017888	chr16	+	20420855	20452281	NM_017888_refseq	0	0	1
ACSM6	NM_207321	chr10	+	96953956	96988686	NM_207321_refseq	0	0.0792725	0.641292809
ACSS1	NM_001252675	chr20	-	24986865	25038818	NM_001252675_refseq	0	0	1
ACSS1	NM_001252676	chr20	-	24986865	25013342	NM_001252676_refseq	0.0069195	0	0.889393074
ACSS1	NM_001252677	chr20	-	24986865	25038818	NM_001252677_refseq	0	0	1
ACSS1	NM_032501	chr20	-	24986865	25038818	NM_032501_refseq	0	0.089644	0.620274239
ACSS2	NM_001076552	chr20	+	33464327	33515769	NM_001076552_refseq	16.648144	9.208364	0.360203668
ACSS2	NM_001242393	chr20	+	33462765	33515769	NM_001242393_refseq	0	0	1
ACSS2	NM_018677	chr20	+	33464327	33515769	NM_018677_refseq	0	0	1
ACSS3	NM_024560	chr12	+	81471808	81649582	NM_024560_refseq	0.6247325	0.568203	0.935872697
ACTA1	NM_001100	chr1	-	229566992	229569843	NM_001100_refseq	0.254378	0.133897	0.781965835
ACTA2	NM_001141945	chr10	-	90694830	90751147	NM_001141945_refseq	0.039435	0	0.740086425
ACTA2	NM_001613	chr10	-	90694830	90712580	NM_001613_refseq	0	0	1
ACTA2-AS1	NR_125373	chr10	+	90692440	90699731	NR_125373_refseq	0	0.236032	0.422888187
ACTB	NM_001101	chr7	-	5566778	5570232	NM_001101_refseq	4885.834351	4961.028809	0.995511037
ACTBL2	NM_001017992	chr5	-	56775842	56778636	NM_001017992_refseq	0	0	1
ACTC1	NM_005159	chr15	-	35080296	35087927	NM_005159_refseq	0.0041005	0.003364	0.9898022
ACTG1	NM_001199954	chr17	-	79476996	79479892	NM_001199954_refseq	381.2885285	761.907959	0.212203398
ACTG1	NM_001614	chr17	-	79476996	79479892	NM_001614_refseq	0	0	1
ACTG1	NR_037688	chr17	-	79476996	79479892	NR_037688_refseq	0	0	1
ACTG1P17	NR_036446	chr15	-	83394649	83408532	NR_036446_refseq	2.791288	0.2059715	0.024521744
ACTG1P20	NR_033926	chr1	+	27650364	27653016	NR_033926_refseq	0.460532	0	0.261758518
ACTG1P4	NR_024438	chr1	+	104112025	104114008	NR_024438_refseq	0.2412755	2.705775	0.086815815
ACTG2	NM_001199893	chr2	+	74120092	74146780	NM_001199893_refseq	0	0	1
ACTG2	NM_001615	chr2	+	74120092	74146780	NM_001615_refseq	0.4360715	0.2428175	0.739801476
ACTL10	NM_001024675	chr20	+	32254303	32256331	NM_001024675_refseq	0.463583	1.3497925	0.37811505
ACTL6A	NM_004301	chr3	+	179280667	179306193	NM_004301_refseq	0	0	1
ACTL6A	NM_177989	chr3	+	179280667	179306193	NM_177989_refseq	0	0	1
ACTL6A	NM_178042	chr3	+	179280667	179306193	NM_178042_refseq	0.6490085	0.6542565	0.994879425
ACTL6B	NM_016188	chr7	-	100240725	100254084	NM_016188_refseq	0	0	1
ACTL7A	NM_006687	chr9	+	111624507	111626035	NM_006687_refseq	0	0.5129295	0.240213139
ACTL7B	NM_006686	chr9	-	111616868	111618275	NM_006686_refseq	0	0	1
ACTL8	NM_030812	chr1	+	18081807	18153558	NM_030812_refseq	0	0	1
ACTL9	NM_178525	chr19	-	8807746	8809180	NM_178525_refseq	0	0	1
ACTN1	NM_001102	chr14	-	69340839	69446083	NM_001102_refseq	0	0	1
ACTN1	NM_001130004	chr14	-	69340839	69446083	NM_001130004_refseq	61.7665935	49.633129	0.656679574
ACTN1	NM_001130005	chr14	-	69340839	69446083	NM_001130005_refseq	0	0	1
ACTN1-AS1	NR_073422	chr14	+	69446398	69454180	NR_073422_refseq	0.081675	0.716126	0.294762108
ACTN2	NM_001103	chr1	+	236849753	236927927	NM_001103_refseq	0	0	1
ACTN2	NM_001278343	chr1	+	236849753	236927927	NM_001278343_refseq	0	0	1
ACTN2	NM_001278344	chr1	+	236849753	236927927	NM_001278344_refseq	0.0260215	0.0089605	0.894048304
ACTN3	NM_001104	chr11	+	66314311	66330800	NM_001104_refseq	0	0	1
ACTN3	NM_001258371	chr11	+	66313865	66330800	NM_001258371_refseq	0	0	1
ACTN3	NR_047663	chr11	+	66314311	66330800	NR_047663_refseq	0	0	1
ACTN4	NM_004924	chr19	+	39138266	39221171	NM_004924_refseq	0	0	1
ACTR10	NM_018477	chr14	+	58666832	58702353	NM_018477_refseq	2.475125	2.574796	0.964879799
ACTR1A	NM_005736	chr10	-	104238985	104262512	NM_005736_refseq	25.620305	23.3561895	0.817111885
ACTR1B	NM_005735	chr2	-	98272401	98280561	NM_005735_refseq	10.847969	17.1048775	0.36289866
ACTR2	NM_001005386	chr2	+	65454828	65498390	NM_001005386_refseq	21.1914345	35.512724	0.369259591
ACTR2	NM_005722	chr2	+	65454828	65498390	NM_005722_refseq	0	0	1
ACTR3	NM_001277140	chr2	+	114648174	114719129	NM_001277140_refseq	3.3702035	13.3702095	0.260542349
ACTR3	NM_005721	chr2	+	114647510	114719129	NM_005721_refseq	12.4594755	9.620834	0.626731041
ACTR3	NR_102318	chr2	+	114647510	114719129	NR_102318_refseq	0	0	1
ACTR3B	NM_001040135	chr7	+	152456833	152552464	NM_001040135_refseq	0	0	1
ACTR3B	NM_020445	chr7	+	152456833	152552464	NM_020445_refseq	5.21064	6.412803	0.713351049
ACTR3B	NR_073000	chr7	+	152456833	152552464	NR_073000_refseq	0	0	1
ACTR3B	NR_073001	chr7	+	152456833	152552464	NR_073001_refseq	0	0	1
ACTR3BP2	NR_027714	chr2	+	92129158	92130496	NR_027714_refseq	0	0	1
ACTR3BP5	NR_045000	chr10	+	38989726	38991371	NR_045000_refseq	0	0.0040995	0.915466237
ACTR3C	NM_001164458	chr7	-	149944300	150020758	NM_001164458_refseq	0.0738795	0.6501435	0.318307764
ACTR3C	NM_001164459	chr7	-	149944300	150000069	NM_001164459_refseq	0	0	1
ACTR5	NM_024855	chr20	+	37377096	37401089	NM_024855_refseq	2.3291865	3.647547	0.466577672
ACTR6	NM_022496	chr12	+	100593864	100618202	NM_022496_refseq	0.298801	0.1302835	0.712470959
ACTR6	NR_048568	chr12	+	100594554	100618202	NR_048568_refseq	0	0	1
ACTR6	NR_048569	chr12	+	100594554	100618202	NR_048569_refseq	0	0	1
ACTR8	NM_022899	chr3	-	53901093	53916229	NM_022899_refseq	2.238304	1.6777385	0.676173975
ACTRT1	NM_138289	chrX	-	127184940	127186382	NM_138289_refseq	0	0	1
ACTRT2	NM_080431	chr1	+	2938045	2939467	NM_080431_refseq	0	0	1
ACTRT3	NM_032487	chr3	-	169484710	169487683	NM_032487_refseq	0	0.478162	0.256517307
ACVR1	NM_001105	chr2	-	158592957	158731623	NM_001105_refseq	3.5409485	4.301524	0.828446011
ACVR1	NM_001111067	chr2	-	158592957	158732374	NM_001111067_refseq	0.0057695	0.0051915	0.993079206
ACVR1B	NM_004302	chr12	+	52345450	52390863	NM_004302_refseq	0	0	1
ACVR1B	NM_020327	chr12	+	52347163	52390863	NM_020327_refseq	0	7.9114675	0.02187998
ACVR1B	NM_020328	chr12	+	52345450	52390863	NM_020328_refseq	6.7909125	10.6992205	0.770267504
ACVR1C	NM_001111031	chr2	-	158383278	158454072	NM_001111031_refseq	0	0	1
ACVR1C	NM_001111032	chr2	-	158383278	158485399	NM_001111032_refseq	0	0	1
ACVR1C	NM_001111033	chr2	-	158383278	158485399	NM_001111033_refseq	0	0	1
ACVR1C	NM_145259	chr2	-	158383278	158485399	NM_145259_refseq	0.095397	0.2270415	0.745595093
ACVR2A	NM_001278579	chr2	+	148602085	148688396	NM_001278579_refseq	0	0	1
ACVR2A	NM_001278580	chr2	+	148602085	148688396	NM_001278580_refseq	0	0	1
ACVR2A	NM_001616	chr2	+	148602563	148688396	NM_001616_refseq	0	0	1
ACVR2B	NM_001106	chr3	+	38495789	38534633	NM_001106_refseq	2.4122035	2.9522225	0.77228737
ACVR2B-AS1	NR_028389	chr3	-	38492517	38496311	NR_028389_refseq	0.459593	0.1998975	0.64844174
ACVRL1	NM_000020	chr12	+	52301201	52317145	NM_000020_refseq	2.879738	4.588329	0.433201323
ACVRL1	NM_001077401	chr12	+	52306112	52317145	NM_001077401_refseq	0	0	1
ACY1	NM_000666	chr3	+	52017299	52023218	NM_000666_refseq	5.9387085	6.9928425	0.889386124
ACY1	NM_001198895	chr3	+	52017299	52023218	NM_001198895_refseq	0	0	1
ACY1	NM_001198896	chr3	+	52017299	52023218	NM_001198896_refseq	0	0	1
ACY1	NM_001198897	chr3	+	52017299	52023218	NM_001198897_refseq	0	0	1
ACY1	NM_001198898	chr3	+	52017299	52023218	NM_001198898_refseq	0	0	1
ACY3	NM_080658	chr11	-	67410025	67418130	NM_080658_refseq	0.0205535	0.5601395	0.273302231
ACYP1	NM_001107	chr14	-	75519927	75530752	NM_001107_refseq	0	0	1
ACYP1	NM_001302616	chr14	-	75519927	75530752	NM_001302616_refseq	0	0	1
ACYP1	NM_001302617	chr14	-	75519927	75536186	NM_001302617_refseq	0	2.0990655	0.021924415
ACYP1	NR_126393	chr14	-	75519927	75530752	NR_126393_refseq	0.233318	0.373718	0.805699111
ACYP1	NR_126394	chr14	-	75519927	75536186	NR_126394_refseq	0	0	1
ACYP1	NR_126395	chr14	-	75519927	75530752	NR_126395_refseq	0	0	1
ACYP2	NM_138448	chr2	+	54342409	54532435	NM_138448_refseq	0	0	1
ADA	NM_000022	chr20	-	43248162	43280376	NM_000022_refseq	5.9398555	7.0284655	0.836484269
ADAD1	NM_001159285	chr4	+	123300594	123350947	NM_001159285_refseq	0	0	1
ADAD1	NM_001159295	chr4	+	123300594	123350947	NM_001159295_refseq	0	0	1
ADAD1	NM_139243	chr4	+	123300120	123350947	NM_139243_refseq	0	0	1
ADAD2	NM_001145400	chr16	+	84224722	84230772	NM_001145400_refseq	0	0	1
ADAD2	NM_139174	chr16	+	84224722	84230772	NM_139174_refseq	0	0	1
ADAL	NM_001012969	chr15	+	43622553	43641615	NM_001012969_refseq	0	0	1
ADAL	NM_001159280	chr15	+	43622553	43646753	NM_001159280_refseq	0	0	1
ADAM10	NM_001110	chr15	-	58887402	59042177	NM_001110_refseq	16.4316855	13.0474875	0.843617912
ADAM11	NM_002390	chr17	+	42836567	42859214	NM_002390_refseq	0.087457	0.1002215	0.969606792
ADAM12	NM_001288973	chr10	-	127700953	128077127	NM_001288973_refseq	0	0	1
ADAM12	NM_001288974	chr10	-	127729910	128077127	NM_001288974_refseq	0	0	1
ADAM12	NM_001288975	chr10	-	127729910	128077127	NM_001288975_refseq	0	0	1
ADAM12	NM_003474	chr10	-	127700953	128077127	NM_003474_refseq	0.043899	0.0737175	0.904167737
ADAM12	NM_021641	chr10	-	127729910	128077127	NM_021641_refseq	0.2597365	0.2231915	0.937710722
ADAM15	NM_001261464	chr1	+	155023747	155035252	NM_001261464_refseq	0	0	1
ADAM15	NM_001261465	chr1	+	155023747	155035252	NM_001261465_refseq	0	0	1
ADAM15	NM_001261466	chr1	+	155023747	155031159	NM_001261466_refseq	0	0	1
ADAM15	NM_003815	chr1	+	155023747	155035252	NM_003815_refseq	0	0	1
ADAM15	NM_207191	chr1	+	155023747	155035252	NM_207191_refseq	0	0	1
ADAM15	NM_207194	chr1	+	155023747	155035252	NM_207194_refseq	0	0	1
ADAM15	NM_207195	chr1	+	155023747	155035252	NM_207195_refseq	0	0	1
ADAM15	NM_207196	chr1	+	155023747	155035252	NM_207196_refseq	0	0	1
ADAM15	NM_207197	chr1	+	155023747	155035252	NM_207197_refseq	0	0	1
ADAM15	NR_048577	chr1	+	155023747	155035252	NR_048577_refseq	0	0	1
ADAM15	NR_048578	chr1	+	155023747	155035252	NR_048578_refseq	9.044962	5.330032	0.249101398
ADAM15	NR_048579	chr1	+	155023747	155035252	NR_048579_refseq	0	0	1
ADAM17	NM_003183	chr2	-	9629410	9695917	NM_003183_refseq	36.9591065	57.767958	0.345108869
ADAM18	NM_001190956	chr8	+	39442086	39469094	NM_001190956_refseq	0	0	1
ADAM18	NM_014237	chr8	+	39442086	39587583	NM_014237_refseq	0	0	1
ADAM19	NM_033274	chr5	-	156904311	157002831	NM_033274_refseq	4.4293875	5.013051	0.825949971
ADAM1A	NR_036636	chr12	+	112336866	112339706	NR_036636_refseq	0.2321405	0	0.423056648
ADAM2	NM_001278113	chr8	-	39601254	39695808	NM_001278113_refseq	0	0	1
ADAM2	NM_001278114	chr8	-	39601254	39695808	NM_001278114_refseq	0	0	1
ADAM2	NM_001464	chr8	-	39601254	39695808	NM_001464_refseq	0	0	1
ADAM20	NM_003814	chr14	-	70989077	71001732	NM_003814_refseq	0.728922	0.190888	0.421369131
